정치적 견해
정치적 성향
정치 성향
정치 견해
정당 가입
정당 후원
정당 소속
당원
특정 정당 지지
보수 성향
진보 성향
중도 성향
political view
political opinion
political affiliation
party membership
left wing
right wing
centrist
liberal
conservative
